timestamp,filter,x,y,theta,P_xx,P_yy,P_tt
1303.840000,KF,0.000000,0.000000,0.010882,2.807504,2.807504,2.807504
1303.840000,EKF,0.000000,0.000000,0.013161,1.048858,1.048858,0.002188
1303.850000,KF,0.000000,0.000000,0.011183,2.819489,2.819489,2.819489
1303.850000,EKF,0.000000,0.000000,0.012433,1.048960,1.048960,0.002188
1303.860000,KF,0.000000,0.000000,0.010567,2.831503,2.831503,2.831503
1303.860000,EKF,0.000000,0.000000,0.013748,1.049062,1.049062,0.002188
1303.860000,Odom,0.004342,-0.000762,0.013401,0.000010,0.000010,1000000000000.000000
1303.870000,KF,0.000000,0.000000,0.010305,2.843546,2.843546,2.843546
1303.870000,EKF,0.000000,0.000000,0.011191,1.049164,1.049164,0.002188
1303.880000,KF,0.000000,0.000000,0.009990,2.855620,2.855620,2.855620
1303.880000,EKF,0.000000,0.000000,0.010533,1.049266,1.049266,0.002188
1303.890000,KF,0.000000,0.000000,0.009649,2.867723,2.867723,2.867723
1303.890000,EKF,0.000000,0.000000,0.012323,1.049368,1.049368,0.002188
1303.890000,Odom,0.004330,-0.000696,0.013238,0.000010,0.000010,1000000000000.000000
1303.900000,KF,0.000000,0.000000,0.009909,2.879855,2.879855,2.879855
1303.900000,EKF,0.000000,0.000000,0.011482,1.049470,1.049470,0.002188
1303.910000,KF,0.000000,0.000000,0.009821,2.892017,2.892017,2.892017
1303.910000,EKF,0.000000,0.000000,0.009365,1.049572,1.049572,0.002188
1303.920000,KF,0.000000,0.000000,0.008276,2.904209,2.904209,2.904209
1303.920000,EKF,0.000000,0.000000,0.010075,1.049674,1.049674,0.002188
1303.930000,KF,0.000000,0.000000,0.007979,2.916431,2.916431,2.916431
1303.930000,EKF,0.000000,0.000000,0.011417,1.049776,1.049776,0.002188
1303.930000,Odom,0.004370,-0.000681,0.012416,0.000010,0.000010,1000000000000.000000
1303.940000,KF,0.000000,0.000000,0.007253,2.928682,2.928682,2.928682
1303.940000,EKF,0.000000,0.000000,0.009820,1.049878,1.049878,0.002188
1303.950000,KF,0.000000,0.000000,0.007389,2.940964,2.940964,2.940964
1303.950000,EKF,0.000000,0.000000,0.010013,1.049980,1.049980,0.002188
1303.960000,KF,0.000000,0.000000,0.007923,2.953275,2.953275,2.953275
1303.960000,EKF,0.000000,0.000000,0.010007,1.050082,1.050082,0.002188
1303.960000,Odom,0.004457,-0.000981,0.012871,0.000010,0.000010,1000000000000.000000
1303.970000,KF,0.000000,0.000000,0.008235,2.965615,2.965615,2.965615
1303.970000,EKF,0.000000,0.000000,0.009397,1.050184,1.050184,0.002188
1303.980000,KF,0.000000,0.000000,0.008896,2.977986,2.977986,2.977986
1303.980000,EKF,0.000000,0.000000,0.008704,1.050286,1.050286,0.002188
1303.990000,KF,0.000000,0.000000,0.009782,2.990387,2.990387,2.990387
1303.990000,EKF,0.000000,0.000000,0.008531,1.050388,1.050388,0.002188
1303.990000,Odom,0.004563,-0.001263,0.013273,0.000010,0.000010,1000000000000.000000
1304.000000,KF,0.000000,0.000000,0.010553,3.002817,3.002817,3.002817
1304.000000,EKF,0.000000,0.000000,0.007627,1.050490,1.050490,0.002188
1304.000000,PF,-7.368696,-0.874185,-1.793803,0.000000,0.000000,0.000000
